loan_id,borrower_id,borrower_name,co_borrower_name,loan_type,loan_purpose,property_state,property_zip,servicer_name,original_principal,current_balance,interest_rate,monthly_payment,origination_date,maturity_date,last_payment_date,next_payment_date,payment_status,days_past_due,document_status,lien_position
L008049,B3190,Robert Wilson,,FIXED,CONSTRUCTION,IN,69375,Nationstar Mortgage,93197.00,48382.86,7.371,629.71,2014-04-03,2044-04-03,2017-03-12,2017-04-11,DELINQUENT,62,COMPLETE,SECOND
L008050,B3125,David Miller,,USDA,CASH_OUT_REFINANCE,MN,77500,Freedom Mortgage,721885.00,311861.50,3.279,2169.81,2020-04-30,2050-04-30,2023-06-17,2023-07-17,CURRENT,0,COMPLETE,FIRST
L008051,B9979,James White,,VA,CASH_OUT_REFINANCE,WI,20866,Green Tree Servicing,150042.00,95985.56,2.674,367.78,2012-11-27,2042-11-27,2022-06-24,2022-07-24,CURRENT,0,MISSING,SECOND
L008052,B3974,Susan Miller,,FHA,HOME_EQUITY,MA,48158,Flagstar Bank,309174.00,283509.08,4.659,1320.40,2020-11-20,2030-11-20,2027-11-20,2027-12-20,CURRENT,0,INCOMPLETE,SECOND
L008053,B5090,Susan Garcia,,CONVENTIONAL,CONSTRUCTION,GA,13090,Citimortgage,667600.00,432258.85,5.72,3500.45,2016-04-21,2046-04-21,2019-06-25,2019-07-25,CURRENT,0,INCOMPLETE,SECOND
L008054,B8920,Joseph Davis,,CONVENTIONAL,HOME_EQUITY,MS,53099,Caliber Home Loans,687675.00,288758.23,7.447,4694.36,2022-07-28,2032-07-28,2030-09-24,2030-10-24,CURRENT,0,COMPLETE,FIRST
L008055,B6550,Thomas Taylor,Joseph Johnson,VA,CASH_OUT_REFINANCE,LA,75795,US Bank,799895.00,658614.85,7.955,5832.90,2022-11-11,2042-11-11,2029-04-03,2029-05-03,CURRENT,0,COMPLETE,FIRST
L001849,B9875,Linda Martin,,FIXED,HOME_EQUITY,NJ,14574,US Bank,483934.00,158707.04,7.107,3152.71,2018-09-18,2028-09-18,2027-07-08,2027-08-07,CURRENT,0,COMPLETE,SECOND
L008057,B7934,John Jackson,,ARM,CASH_OUT_REFINANCE,AR,26972,Quicken Loans,189266.00,105414.09,5.406,937.91,2020-07-06,2050-07-06,2027-11-01,2027-12-01,CURRENT,0,COMPLETE,SECOND
L008058,B8429,Michael Miller,,CONVENTIONAL,CASH_OUT_REFINANCE,WY,27423,US Bank,511609.00,295510.05,5.88,2757.57,2020-01-18,2050-01-18,2021-05-19,2021-06-18,CURRENT,0,COMPLETE,FIRST
L008059,B5387,David Thompson,,USDA,REFINANCE,PA,49997,SunTrust Mortgage,740966.00,376852.75,5.757,3910.26,2015-02-07,2035-02-07,2015-12-19,2016-01-18,CURRENT,0,COMPLETE,SECOND
L008060,B7707,Jessica Brown,,FHA,CONSTRUCTION,KY,65700,PNC Bank,427712.00,149266.61,5.549,2175.59,2010-12-03,2020-12-03,2020-05-31,2020-06-30,CURRENT,0,COMPLETE,SECOND
L008061,B9994,Barbara Moore,,VA,PURCHASE,MI,45949,Quicken Loans,91039.00,57901.90,7.515,627.14,2018-04-03,2028-04-03,2018-12-23,2019-01-22,CURRENT,0,COMPLETE,FIRST
L008062,B6693,Jennifer Miller,,JUMBO,CONSTRUCTION,IA,58690,Quicken Loans,184837.00,93352.51,5.059,857.17,2012-11-10,2027-11-10,2021-05-18,2021-06-17,CURRENT,0,INCOMPLETE,SECOND
L008063,B5180,Richard Thomas,,FIXED,CONSTRUCTION,AL,85280,PNC Bank,444039.00,303763.67,3.545,1442.94,2014-09-05,2029-09-05,2016-02-25,2016-03-26,DELINQUENT,36,INCOMPLETE,SECOND
L008064,B7684,James Taylor,,FHA,CASH_OUT_REFINANCE,MN,47453,PHH Mortgage,322458.00,0.00,5.947,1757.85,2011-12-29,2021-12-29,2021-01-24,2021-02-23,CLOSED,0,COMPLETE,FIRST
L008065,B5020,Karen Martinez,,FHA,REFINANCE,CO,85652,Caliber Home Loans,244635.00,193408.01,4.537,1017.42,2016-03-17,2036-03-17,2025-01-11,2025-02-10,CURRENT,0,COMPLETE,FIRST
L008066,B6246,Charles Thomas,,FIXED,REFINANCE,FL,30116,Quicken Loans,130697.00,108635.75,6.507,779.57,2022-06-13,2052-06-13,2026-10-04,2026-11-03,DEFAULT,115,COMPLETE,FIRST
L008067,B5441,Sarah Smith,,CONVENTIONAL,REFINANCE,LA,25730,Caliber Home Loans,656421.00,0.00,5.926,3565.79,2011-01-07,2041-01-07,2018-01-10,2018-02-09,PAID_OFF,0,COMPLETE,FIRST
L008068,B9972,Charles Moore,Michael Lee,FIXED,CONSTRUCTION,MO,55776,Quicken Loans,746267.00,537145.56,3.978,2721.26,2019-10-06,2049-10-06,2026-03-08,2026-04-07,DELINQUENT,68,COMPLETE,SECOND
L008069,B3162,Barbara Garcia,,ARM,CONSTRUCTION,IL,55944,Nationstar Mortgage,749322.00,489003.03,3.368,2313.41,2011-06-16,2031-06-16,2015-02-23,2015-03-25,DEFAULT,250,COMPLETE,SECOND
L008070,B7986,Joseph Hernandez,,VA,CASH_OUT_REFINANCE,WY,78978,JPMorgan Chase Bank,525792.00,0.00,4.777,2302.40,2020-01-02,2050-01-02,2023-05-30,2023-06-29,CLOSED,0,COMPLETE,SECOND
L008071,B2253,Karen Taylor,Mary Johnson,ARM,CASH_OUT_REFINANCE,WA,47470,US Bank,655586.00,0.00,6.899,4145.98,2012-10-10,2027-10-10,2014-08-12,2014-09-11,PAID_OFF,0,INCOMPLETE,SECOND
L008072,B4666,Mary Garcia,,FHA,CASH_OUT_REFINANCE,VA,80217,Caliber Home Loans,353875.00,206800.40,3.226,1046.47,2016-04-25,2046-04-25,2016-11-24,2016-12-24,DELINQUENT,42,COMPLETE,SECOND
L008073,B3021,Thomas Brown,Thomas Jones,JUMBO,REFINANCE,GA,45800,Quicken Loans,654437.00,433148.35,4.023,2413.40,2011-03-24,2021-03-24,2014-08-31,2014-09-30,DEFAULT,364,COMPLETE,SECOND
L008074,B4186,Joseph Davis,,USDA,PURCHASE,AR,77810,PHH Mortgage,700833.00,449080.69,3.952,2538.88,2019-04-05,2039-04-05,2029-02-16,2029-03-18,CURRENT,0,COMPLETE,FIRST
L008075,B2655,Thomas Martinez,,JUMBO,HOME_EQUITY,LA,63973,Bank of America,86222.00,0.00,8.119,641.70,2012-08-21,2032-08-21,2020-10-09,2020-11-08,PAID_OFF,0,COMPLETE,SECOND
L008076,B1293,John Anderson,,JUMBO,REFINANCE,CA,28672,Citimortgage,452693.00,252677.21,5.795,2404.74,2017-08-02,2047-08-02,2024-11-21,2024-12-21,CURRENT,0,INCOMPLETE,FIRST
L008077,B3817,Lisa Lee,,FIXED,REFINANCE,NY,68325,Citimortgage,406825.00,0.00,5.612,2092.84,2021-10-09,2041-10-09,2027-03-03,2027-04-02,PAID_OFF,0,COMPLETE,SECOND
L008078,B7062,Karen Garcia,,CONVENTIONAL,PURCHASE,WI,12732,Citimortgage,643187.00,513912.08,5.321,3137.20,2016-08-27,2046-08-27,2022-05-30,2022-06-29,CURRENT,0,COMPLETE,FIRST
L008079,B6344,Sarah Lee,,FIXED,REFINANCE,OR,82857,Green Tree Servicing,778181.00,290504.55,7.63,5442.73,2016-03-20,2046-03-20,2019-07-11,2019-08-10,CURRENT,0,COMPLETE,SECOND
L008080,B1827,Susan Miller,,FHA,HOME_EQUITY,NY,77123,US Bank,490801.00,286685.85,3.457,1555.31,2014-11-19,2029-11-19,2024-10-24,2024-11-23,CURRENT,0,COMPLETE,FIRST
L008081,B6903,James Thomas,,FIXED,PURCHASE,KY,48047,Wells Fargo Home Mortgage,198460.00,128151.73,3.431,624.17,2010-03-12,2030-03-12,2018-09-02,2018-10-02,CURRENT,0,COMPLETE,FIRST
L008082,B6979,Karen Moore,,FHA,REFINANCE,ND,45197,Caliber Home Loans,185113.00,112478.86,6.438,1092.44,2022-11-18,2052-11-18,2033-10-28,2033-11-27,CURRENT,0,INCOMPLETE,SECOND
L008083,B8995,Charles Jones,Lisa Moore,FHA,PURCHASE,NE,48976,Freedom Mortgage,774253.00,342554.39,2.7,1916.28,2020-01-13,2030-01-13,2027-01-06,2027-02-05,DELINQUENT,72,COMPLETE,SECOND
L008084,B5198,Linda Moore,Joseph Wilson,JUMBO,CASH_OUT_REFINANCE,MN,67069,Green Tree Servicing,530605.00,0.00,4.26,2072.01,2022-01-30,2032-01-30,2029-05-05,2029-06-04,PAID_OFF,0,COMPLETE,FIRST
L008085,B3948,Mary Johnson,Thomas Johnson,FHA,REFINANCE,NJ,43528,PNC Bank,91160.00,45605.60,8.029,670.93,2014-09-10,2029-09-10,2015-05-31,2015-06-30,DELINQUENT,52,COMPLETE,SECOND
L008086,B2834,Susan Martin,,FHA,CONSTRUCTION,NV,38105,Wells Fargo Home Mortgage,504913.00,422267.92,4.228,1956.87,2013-07-15,2033-07-15,2018-06-02,2018-07-02,DELINQUENT,42,COMPLETE,SECOND
L008087,B1252,James Anderson,,USDA,PURCHASE,CA,20123,SunTrust Mortgage,323344.00,159521.40,2.926,867.26,2011-03-19,2021-03-19,2021-08-06,2021-09-05,CURRENT,0,COMPLETE,FIRST
L008088,B4946,Richard Hernandez,,FIXED,CONSTRUCTION,UT,42651,Nationstar Mortgage,454604.00,201753.69,2.527,1053.05,2011-07-14,2026-07-14,2015-12-01,2015-12-31,CURRENT,0,COMPLETE,FIRST
L008089,B3099,William Lee,Barbara Jackson,FHA,CONSTRUCTION,OK,42147,JPMorgan Chase Bank,434349.00,171311.81,6.941,2763.58,2014-08-30,2024-08-30,2018-11-24,2018-12-24,CURRENT,0,COMPLETE,SECOND
L004281,B8150,Mary Anderson,,FHA,REFINANCE,OH,87354,Flagstar Bank,73256.00,27722.77,3.974,266.86,2019-09-12,2039-09-12,2025-08-18,2025-09-17,DEFAULT,212,COMPLETE,FIRST
L008091,B4424,Thomas Thompson,,FHA,HOME_EQUITY,HI,91751,Bank of America,429192.00,268814.27,6.811,2679.62,2010-05-16,2025-05-16,2014-01-10,2014-02-09,DEFAULT,151,COMPLETE,FIRST
L008092,B4568,Joseph Jones,,CONVENTIONAL,PURCHASE,CA,42076,SunTrust Mortgage,536407.00,323860.85,5.38,2645.38,2012-07-05,2042-07-05,2015-06-29,2015-07-29,CURRENT,0,COMPLETE,SECOND
L008093,B5091,David Garcia,,FIXED,REFINANCE,VT,43581,Flagstar Bank,731955.00,230395.29,5.674,3807.02,2016-02-29,2046-02-28,2019-08-06,2019-09-05,DELINQUENT,64,COMPLETE,FIRST
L008094,B6941,Barbara Davis,,JUMBO,PURCHASE,WA,15507,Citimortgage,70565.00,64864.81,4.267,276.01,2010-09-17,2040-09-17,2019-02-19,2019-03-21,CURRENT,0,COMPLETE,FIRST
L008095,B4861,Jennifer Taylor,,JUMBO,HOME_EQUITY,AK,21386,Freedom Mortgage,747988.00,0.00,7.198,4935.35,2015-08-08,2030-08-08,2023-06-21,2023-07-21,CLOSED,0,COMPLETE,SECOND
L008096,B3388,Charles Anderson,Michael Wilson,USDA,HOME_EQUITY,IL,39229,Caliber Home Loans,353478.00,152173.72,6.008,1946.72,2019-08-01,2034-08-01,2021-08-22,2021-09-21,CURRENT,0,INCOMPLETE,SECOND
L008097,B3974,Susan Garcia,,USDA,CASH_OUT_REFINANCE,NM,32852,PHH Mortgage,625613.00,454955.06,7.564,4337.79,2018-01-22,2048-01-22,2024-09-17,2024-10-17,DELINQUENT,40,COMPLETE,SECOND
L008098,B7360,Michael Brown,,VA,HOME_EQUITY,CO,92680,Freedom Mortgage,703315.00,0.00,3.413,2200.38,2021-09-03,2031-09-03,2027-08-16,2027-09-15,PAID_OFF,0,COMPLETE,FIRST
L008099,B9319,Jessica Davis,Susan Thompson,FIXED,PURCHASE,OH,78377,Bank of America,612507.00,250219.90,8.122,4560.22,2010-11-25,2025-11-25,2016-04-11,2016-05-11,CURRENT,0,COMPLETE,FIRST
L008100,B1557,Joseph Martin,,JUMBO,REFINANCE,AL,48040,SunTrust Mortgage,582725.00,264054.81,4.742,2533.01,2019-04-13,2034-04-13,2027-09-27,2027-10-27,CURRENT,0,COMPLETE,FIRST
L008101,B2286,Robert Martin,James Lee,USDA,PURCHASE,NH,69108,Bank of America,173026.00,89239.12,3.044,482.80,2010-03-12,2025-03-12,2020-07-02,2020-08-01,CURRENT,0,COMPLETE,SECOND
L008102,B3127,Patricia Garcia,,FIXED,CONSTRUCTION,NH,87020,Green Tree Servicing,319379.00,185045.42,5.23,1531.16,2022-11-17,2042-11-17,2024-10-03,2024-11-02,CURRENT,0,MISSING,FIRST
L008103,B8412,Robert Wilson,David White,ARM,PURCHASE,ID,90989,Quicken Loans,739215.00,380626.53,5.751,3896.96,2019-04-01,2034-04-01,2022-01-30,2022-03-01,CURRENT,0,COMPLETE,SECOND
L008104,B9021,Karen Jackson,,VA,PURCHASE,MT,49522,Freedom Mortgage,593519.00,388258.97,4.303,2341.09,2022-09-16,2052-09-16,2029-01-03,2029-02-02,CURRENT,0,COMPLETE,FIRST
L008105,B9081,Jessica Thomas,Charles Smith,USDA,HOME_EQUITY,NM,41220,SunTrust Mortgage,595746.00,271966.47,3.988,2177.85,2022-09-22,2052-09-22,2024-10-08,2024-11-07,DELINQUENT,34,COMPLETE,SECOND
L008106,B2258,Thomas Davis,,VA,HOME_EQUITY,WV,19522,US Bank,126562.00,64804.95,6.045,701.31,2012-02-02,2042-02-02,2021-02-23,2021-03-25,DELINQUENT,47,COMPLETE,FIRST
L008107,B8235,Mary Wilson,,CONVENTIONAL,REFINANCE,AZ,26770,SunTrust Mortgage,71854.00,53843.10,4.186,275.72,2010-07-07,2030-07-07,2012-01-25,2012-02-24,CURRENT,0,COMPLETE,SECOND
L008108,B2174,Sarah Miller,,USDA,CONSTRUCTION,WY,51588,Bank of America,714676.00,612439.62,6.206,4065.67,2014-07-13,2044-07-13,2016-12-23,2017-01-22,CURRENT,0,INCOMPLETE,SECOND
L008109,B9801,Susan Davis,,VA,CASH_OUT_REFINANCE,AZ,78228,JPMorgan Chase Bank,237456.00,78880.61,7.05,1534.56,2021-05-02,2041-05-02,2030-03-01,2030-03-31,CURRENT,0,COMPLETE,SECOND
L008110,B4519,Jennifer Williams,,VA,CONSTRUCTION,ND,84272,SunTrust Mortgage,671987.00,631563.59,3.794,2337.06,2014-09-23,2024-09-23,2025-07-04,2025-08-03,DELINQUENT,36,COMPLETE,SECOND
L008111,B4046,Karen Williams,,USDA,HOME_EQUITY,GA,93087,Nationstar Mortgage,706871.00,591609.85,3.666,2375.44,2019-11-18,2039-11-18,2025-01-03,2025-02-02,CURRENT,0,INCOMPLETE,SECOND
L008112,B9550,Sarah White,Sarah Martinez,FHA,REFINANCE,OR,95818,Freedom Mortgage,269198.00,118812.03,7.633,1883.56,2022-02-06,2037-02-06,2024-12-14,2025-01-13,DELINQUENT,68,COMPLETE,SECOND
L008113,B1023,David Jones,,FIXED,CONSTRUCTION,ME,46636,Wells Fargo Home Mortgage,282204.00,0.00,6.914,1788.56,2021-12-26,2051-12-26,2026-04-27,2026-05-27,PAID_OFF,0,COMPLETE,SECOND
L008114,B4579,Thomas Jackson,,USDA,CASH_OUT_REFINANCE,OK,60572,Wells Fargo Home Mortgage,123037.00,80831.26,5.304,598.21,2011-01-28,2026-01-28,2011-07-13,2011-08-12,CURRENT,0,INCOMPLETE,SECOND
L008115,B7638,Patricia Jones,,ARM,REFINANCE,IL,10601,Green Tree Servicing,798030.00,566415.34,5.368,3926.84,2020-01-05,2035-01-05,2027-11-27,2027-12-27,CURRENT,0,COMPLETE,FIRST
L008116,B2214,David White,Linda Anderson,USDA,REFINANCE,MD,92880,US Bank,468252.00,347926.36,4.146,1779.59,2016-12-17,2026-12-17,2022-09-09,2022-10-09,DEFAULT,139,INCOMPLETE,SECOND
L003117,B7318,Lisa Wilson,,FHA,REFINANCE,IA,32766,Green Tree Servicing,369190.00,313537.12,3.24,1096.49,2018-04-07,2028-04-07,2026-10-24,2026-11-23,CURRENT,0,MISSING,FIRST
L008118,B2989,Susan Jackson,,JUMBO,REFINANCE,CA,35111,Quicken Loans,177381.00,108043.55,7.303,1187.46,2016-04-05,2031-04-05,2021-07-27,2021-08-26,CURRENT,0,MISSING,SECOND
L008119,B9370,Joseph Smith,Michael Williams,ARM,CASH_OUT_REFINANCE,CA,63648,PNC Bank,743428.00,239257.57,6.82,4647.66,2019-07-10,2039-07-10,2022-01-16,2022-02-15,CURRENT,0,COMPLETE,SECOND
L008120,B6981,Linda White,,USDA,CASH_OUT_REFINANCE,VA,61790,Citimortgage,375388.00,195960.10,7.73,2659.94,2014-01-10,2024-01-10,2020-01-02,2020-02-01,CURRENT,0,COMPLETE,FIRST
L008121,B3982,Patricia Hernandez,Robert Davis,ARM,CASH_OUT_REFINANCE,IL,24907,Wells Fargo Home Mortgage,140356.00,129562.29,8.344,1073.54,2014-09-17,2024-09-17,2019-12-25,2020-01-24,DELINQUENT,32,COMPLETE,SECOND
L008122,B6238,Richard Williams,,FHA,HOME_EQUITY,TN,36067,SunTrust Mortgage,58556.00,38694.56,5.815,312.13,2018-10-04,2028-10-04,2021-08-29,2021-09-28,CURRENT,0,COMPLETE,FIRST
L008123,B9790,Charles Smith,Mary Taylor,FIXED,PURCHASE,NC,41531,PHH Mortgage,389368.00,311062.86,5.792,2067.28,2011-09-24,2026-09-24,2014-09-09,2014-10-09,CURRENT,0,COMPLETE,SECOND
L008124,B7664,William Lee,,USDA,HOME_EQUITY,ME,62383,Citimortgage,784947.00,522374.46,4.632,3332.88,2022-02-18,2042-02-18,2022-11-30,2022-12-30,CURRENT,0,COMPLETE,FIRST
L008125,B2186,Jessica Thomas,,ARM,CONSTRUCTION,WV,92397,Quicken Loans,529854.00,297899.10,5.551,2696.12,2010-05-04,2040-05-04,2013-05-30,2013-06-29,CURRENT,0,INCOMPLETE,FIRST
L008126,B2447,Charles Miller,,USDA,CASH_OUT_REFINANCE,MN,49230,PNC Bank,58179.00,51424.35,4.822,257.16,2014-05-22,2029-05-22,2015-04-04,2015-05-04,CURRENT,0,COMPLETE,SECOND
L008127,B1873,William Wilson,,FHA,REFINANCE,MN,94745,Wells Fargo Home Mortgage,707105.00,0.00,7.675,4974.78,2012-03-14,2032-03-14,2021-09-07,2021-10-07,PAID_OFF,0,INCOMPLETE,FIRST
L008128,B4619,Thomas Martin,,FIXED,CASH_OUT_REFINANCE,NY,43598,Freedom Mortgage,399945.00,0.00,4.717,1729.33,2018-04-14,2048-04-14,2025-08-05,2025-09-04,PAID_OFF,0,INCOMPLETE,FIRST
L008129,B1450,William Hernandez,,FHA,PURCHASE,UT,56856,US Bank,552477.00,306612.05,6.157,3118.13,2022-09-02,2052-09-02,2032-03-01,2032-03-31,CURRENT,0,COMPLETE,SECOND
L008130,B8261,James Jones,,CONVENTIONAL,PURCHASE,ME,61864,Nationstar Mortgage,575082.00,303831.89,7.16,3774.45,2016-06-14,2046-06-14,2016-11-20,2016-12-20,CURRENT,0,INCOMPLETE,SECOND
L008131,B3057,Karen Jones,Patricia Jackson,FHA,CONSTRUCTION,TN,54257,Quicken Loans,665377.00,590803.23,6.107,3724.84,2011-10-28,2031-10-28,2013-12-27,2014-01-26,CURRENT,0,COMPLETE,FIRST
L008132,B5111,Thomas Miller,,VA,REFINANCE,NJ,65848,PHH Mortgage,761973.00,0.00,8.054,5625.52,2012-06-30,2022-06-30,2013-03-23,2013-04-22,PAID_OFF,0,COMPLETE,FIRST
L008133,B4477,Jessica Hernandez,,FIXED,REFINANCE,NV,58106,Caliber Home Loans,468007.00,0.00,4.571,1960.99,2019-06-22,2029-06-22,2027-05-05,2027-06-04,PAID_OFF,0,COMPLETE,FIRST
L008134,B6956,Patricia Taylor,Jessica Martinez,FIXED,CONSTRUCTION,KS,11564,Quicken Loans,167292.00,91786.26,7.805,1196.90,2019-09-10,2034-09-10,2024-07-16,2024-08-15,DELINQUENT,50,COMPLETE,FIRST
L008135,B4242,Patricia Thomas,,CONVENTIONAL,CONSTRUCTION,UT,70183,Freedom Mortgage,749772.00,639657.60,5.8,3986.29,2011-08-26,2031-08-26,2014-10-02,2014-11-01,CURRENT,0,INCOMPLETE,FIRST
L008136,B7864,Jessica Jones,,VA,HOME_EQUITY,MN,97169,Caliber Home Loans,762708.00,390217.94,7.953,5560.33,2015-05-09,2030-05-09,2020-12-08,2021-01-07,CURRENT,0,INCOMPLETE,FIRST
L008137,B5104,Joseph Jones,Richard White,ARM,HOME_EQUITY,ID,96116,PHH Mortgage,249963.00,139950.78,5.793,1327.37,2011-03-11,2041-03-11,2013-01-04,2013-02-03,CURRENT,0,COMPLETE,FIRST
L008138,B4085,William Thompson,,CONVENTIONAL,PURCHASE,NJ,29109,PNC Bank,581878.00,0.00,7.91,4219.10,2016-08-13,2031-08-13,2025-07-20,2025-08-19,PAID_OFF,0,COMPLETE,FIRST
L008139,B7309,Sarah Moore,Robert Johnson,ARM,PURCHASE,WA,22603,PHH Mortgage,113384.00,102553.97,5.308,551.69,2013-12-10,2043-12-10,2016-01-13,2016-02-12,CURRENT,0,MISSING,FIRST
L008140,B6019,Robert Thompson,,CONVENTIONAL,CONSTRUCTION,WI,55921,Bank of America,721604.00,511528.35,5.981,3956.25,2011-06-03,2041-06-03,2019-05-28,2019-06-27,DELINQUENT,67,COMPLETE,SECOND
L008141,B4217,Thomas Anderson,Jessica Anderson,JUMBO,CONSTRUCTION,NH,76244,JPMorgan Chase Bank,631821.00,273988.59,7.935,4595.71,2018-09-24,2028-09-24,2029-05-20,2029-06-19,DELINQUENT,56,COMPLETE,FIRST
L008142,B9829,Thomas Smith,,ARM,HOME_EQUITY,AZ,78414,Green Tree Servicing,501117.00,172452.92,6.926,3181.51,2011-06-22,2026-06-22,2018-04-26,2018-05-26,CURRENT,0,COMPLETE,SECOND
L008143,B5360,Michael Smith,Charles Lee,USDA,CONSTRUCTION,CO,20604,PHH Mortgage,68898.00,33758.38,3.428,216.50,2012-12-13,2027-12-13,2016-07-19,2016-08-18,CURRENT,0,COMPLETE,FIRST
L008144,B3513,Linda White,,FIXED,CASH_OUT_REFINANCE,WI,33363,Caliber Home Loans,707112.00,441922.89,4.669,3026.38,2017-02-25,2047-02-25,2027-10-04,2027-11-03,CURRENT,0,COMPLETE,SECOND
L008145,B9286,Jennifer Garcia,,FIXED,PURCHASE,CO,57230,PHH Mortgage,52234.00,17509.96,4.569,218.77,2018-08-28,2038-08-28,2026-06-21,2026-07-21,DELINQUENT,37,COMPLETE,FIRST
L008146,B6182,Jennifer Davis,,JUMBO,PURCHASE,DE,26991,Freedom Mortgage,424892.00,361333.75,8.014,3121.33,2020-10-03,2050-10-03,2027-10-02,2027-11-01,CURRENT,0,COMPLETE,SECOND
L008147,B8416,Jennifer Brown,,FIXED,REFINANCE,DE,77882,PNC Bank,313313.00,239212.28,8.021,2303.66,2012-09-04,2022-09-04,2017-05-11,2017-06-10,CURRENT,0,COMPLETE,SECOND
L008148,B2976,Karen Davis,Jennifer Jones,FIXED,CASH_OUT_REFINANCE,CT,66359,PHH Mortgage,312713.00,0.00,4.878,1398.30,2022-06-30,2032-06-30,2025-04-13,2025-05-13,PAID_OFF,0,COMPLETE,SECOND
L008149,B8652,James Hernandez,,VA,CASH_OUT_REFINANCE,CT,55470,SunTrust Mortgage,606225.00,0.00,5.537,3076.95,2018-02-17,2028-02-17,2024-11-03,2024-12-03,PAID_OFF,0,COMPLETE,SECOND
L008150,B9307,David Davis,David Brown,ARM,HOME_EQUITY,CT,93705,PHH Mortgage,639522.00,373355.31,2.955,1732.31,2016-12-23,2031-12-23,2024-11-12,2024-12-12,CURRENT,0,INCOMPLETE,SECOND
L008151,B8922,Charles Lee,,FIXED,REFINANCE,TN,56743,JPMorgan Chase Bank,774233.00,274937.17,5.862,4160.34,2015-02-19,2030-02-19,2020-02-11,2020-03-12,DELINQUENT,71,COMPLETE,FIRST
L008152,B5273,Jennifer Hernandez,,FHA,HOME_EQUITY,NC,84751,US Bank,92115.00,0.00,7.605,642.16,2010-05-15,2040-05-15,2020-05-23,2020-06-22,PAID_OFF,0,COMPLETE,SECOND
L008153,B2844,Susan Garcia,James Jackson,ARM,REFINANCE,KY,24633,JPMorgan Chase Bank,536287.00,238152.05,2.977,1463.48,2017-08-17,2037-08-17,2022-03-01,2022-03-31,CURRENT,0,COMPLETE,SECOND
L008154,B6103,Sarah Moore,Jessica Garcia,FIXED,REFINANCE,NC,40432,Wells Fargo Home Mortgage,626876.00,421077.00,8.019,4608.01,2022-05-10,2032-05-10,2023-07-22,2023-08-21,CURRENT,0,COMPLETE,FIRST
L008155,B2784,Robert Martin,,JUMBO,REFINANCE,CO,49495,PHH Mortgage,257440.00,202362.24,6.741,1590.79,2014-08-28,2024-08-28,2020-09-29,2020-10-29,CURRENT,0,COMPLETE,SECOND
L008156,B2053,James Johnson,Charles Davis,JUMBO,PURCHASE,KY,85838,Citimortgage,86771.00,0.00,6.641,528.23,2019-04-04,2039-04-04,2029-12-07,2030-01-06,CLOSED,0,INCOMPLETE,SECOND
L008157,B6530,John Lee,,VA,HOME_EQUITY,IN,56586,Wells Fargo Home Mortgage,302915.00,118843.69,4.875,1353.65,2015-07-29,2030-07-29,2025-08-23,2025-09-22,CURRENT,0,COMPLETE,SECOND
L008158,B8975,Charles Williams,,FIXED,HOME_EQUITY,WA,45339,Citimortgage,625067.00,0.00,4.97,2847.70,2011-04-28,2026-04-28,2019-06-08,2019-07-08,PAID_OFF,0,COMPLETE,SECOND
L008159,B6796,Lisa Garcia,,VA,HOME_EQUITY,AK,27394,JPMorgan Chase Bank,345009.00,222329.02,2.575,814.36,2020-01-27,2040-01-27,2020-06-14,2020-07-14,CURRENT,0,COMPLETE,FIRST
L008160,B4976,Linda Lee,,CONVENTIONAL,HOME_EQUITY,IL,16209,JPMorgan Chase Bank,655924.00,467379.92,5.315,3195.72,2010-05-04,2040-05-04,2014-06-15,2014-07-15,DEFAULT,193,INCOMPLETE,SECOND
L008161,B9793,Robert Smith,,FHA,PURCHASE,DC,72426,Flagstar Bank,194766.00,152135.96,2.884,514.90,2022-12-06,2052-12-06,2031-01-04,2031-02-03,CURRENT,0,COMPLETE,SECOND
L008162,B5653,Karen Thompson,,USDA,HOME_EQUITY,IN,22168,Green Tree Servicing,789080.00,636098.45,3.805,2752.25,2011-12-20,2021-12-20,2017-06-22,2017-07-22,CURRENT,0,COMPLETE,SECOND
L008163,B6861,Richard Taylor,,CONVENTIONAL,HOME_EQUITY,VT,30712,Bank of America,294936.00,119393.21,5.312,1436.14,2018-09-20,2033-09-20,2019-07-29,2019-08-28,DELINQUENT,63,COMPLETE,SECOND
L008164,B2135,Robert Wilson,,ARM,CASH_OUT_REFINANCE,ME,59144,Caliber Home Loans,753850.00,648727.83,3.432,2371.61,2015-03-21,2030-03-21,2023-06-20,2023-07-20,DELINQUENT,31,COMPLETE,SECOND
L008165,B2174,Jessica Moore,,VA,REFINANCE,SD,35521,SunTrust Mortgage,449190.00,163076.85,2.741,1128.63,2015-03-22,2030-03-22,2019-11-01,2019-12-01,CURRENT,0,COMPLETE,FIRST
L008166,B5792,Michael Williams,,VA,REFINANCE,TX,79506,Flagstar Bank,764990.00,600489.41,4.235,2969.75,2012-12-05,2027-12-05,2020-05-30,2020-06-29,DEFAULT,265,COMPLETE,SECOND
L003691,B6525,Sarah Miller,Joseph Garcia,FIXED,PURCHASE,RI,31493,Quicken Loans,484762.00,253270.75,6.605,2935.03,2018-07-31,2038-07-31,2023-05-31,2023-06-30,DELINQUENT,41,COMPLETE,FIRST
